label,text,human_attention
0,1 bartender 3 cooks and 1 server with 30 Customers. The food took almost one hour to come out of the kitchen. The portions were extremely small. The burger was like chewing an old shoes from the side of the highway.  you can't hardly call this place bacon bar with only a few bacon items on the menu.,0 0 0 0 0 1 1 1 1 1 0 2 2 2 2 2 1 1 1 1 1 1 0 2 2 2 3 0 2 2 2 2 2 2 2 1 1 1 1 1 1 0 3 3 2 2 2 2 2 1 1 1 2 1 1 1 1 1
0,"1)Complimentary bean dip..bland.
2)Salsa too spicy..but not in a good way.
3)Worst taco 'salad' ever. If you consider only ICEBERG(gag) lettuce, refried beans, and choice of bland meat a salad. The pico, cheese, sour cream n guac all could fit in a tablespoon.  Frozen food style meals.  I've had better Mexican food at Cafe Rio. 
4) At least the view made the visit not a total waste.",0 0 1 0 2 2 0 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"1. Bad service (waitress didn't write down my order even after I told her 3 times and she dismissed me each time)
2. Disgusting decor. All outdated furnishings and in a bad condition.
3. Most importantly, unsanitary. Waitress wiped our dirty table in front of us with a dry napkin. It looks as if the place has never been cleaned.",0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3 2 1 3 2 0 1 1 2 1 0 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 2 2 2
0,"2.5 hours, multiple phone calls, 30 plus minutes on hold. No food. Promise of a managers call tomorrow and as of now a supposed refund. Absolutely unbelievable, also let the record show that the business number goes to ""call center"". I'm a very understanding customer but this went to a very unacceptable level.",3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3 2
1,"3.5 stars very good option for a quick meal. I go there everytime to have quick dinner when I have to OT before I go back home.


broth is good, service is quick, reasonable price, meat is ok but cant complain with the price they charge

overall Not bad 
wonderful option if you want to have quick meal",3 2 3 3 2 1 1 2 2 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 3 2 3 3 2 3 3 3 1 0 1 1 3 3 2 2 2 1 1 1 0 0 3 2 1 0 1 0 1 1 1
1,4.5 Stars but giving 5 as I'd like to see this business to stay. This particular location of this strip mall has had businesses come and go too often too much. This Los Taquitos offers fresh yummy food with very reasonable price. The decor is cute and it is clean. We (4 of us) all loved our street tacos. Everything tasted fresh and clean.,3 3 1 2 2 1 2 2 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3 2 1 2 3 3 1 2 2 3 1 0 0 3 1 0 0 0 1 3 1 1 1 1 1 3 1 3
1,A fresh take on food altogether!  This place makes me want to eat my veggies and go back for seconds.  What a great new concept with a cool atmosphere to boot.  The Original Grubstak is delicious but you won't regret any other options or creating your own.  All good things.  Owner Colton Grubb has struck GOLD!,1 3 3 1 1 3 1 1 3 2 3 3 3 2 3 2 3 3 2 3 0 0 3 3 3 1 0 3 3 1 1 1 1 1 1 3 0 1 3 3 2 2 2 2 2 2 2 3 3 3 0 0 0 0 0 1
1,"A gem of a place! fun, great service and of course, the food.  Pretty unique Indonesian flavours, even with so many restaurants in Toronto.  Considering its mid-town location, the decor is unexpected but in a good way.  Always busy and probably impossible if you're more than 4 people, without reservations.  Just go!",1 3 2 2 2 3 3 2 1 1 1 1 1 0 3 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3
0,"A host was really terrible. 
I was wating for 40 min.
6 people came in 30min. later than me. 
The host served them first. 
I asked her that I was waiting for 40min. 
She never felt and said sorry for me. 
She just said, ""they reserved."" 
If she said kindly, I could not gonna be upset.",2 3 2 3 3 1 1 2 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0,"A really terrible bar, with $9 miller lites and lots of people waiting around for someplace better to be.

We sat at the bar and had a couple of beers as we waited for our gang to get together. the bar staff were friendly but they gave us a dog of a recommendation to go an eat somewhere.",0 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"A refreshingly cool breakfast and lunch spot at Playhouse Square. Many vegan options, but they serve meat too! Service is typically slow, but the food is top notch, fresh and inventive. They are open Saturday mornings which is rare downtown. The omelets are large and the walnut raisin toast is wonderful. (Sometimes I stop just for the toast!)",0 3 3 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 3 0 0 0 0 0 0 0
